Time (sec),Pedal Position(%) wped_w,Engine Speed(RPM) nmot_w,Vehicle Speed(KMH) vfzg_w,Actual Boost Pressure(mBar) pvdkds_w,Desired Boost Pressure(mBar) plsol_w,Lambda Actual Value(Lambda) lamsoni_w,Lambda Target Value(Lambda) lamsons_w,Lambda BTS Value(Lambda) lambts_w,Lambda LAMFAW Value(Lambda) lamfa_w,Actual Load(%) rl_w,Requested Load(%) rlsol_w,Max Load(%) rlmax_w,Ignition Angle Output(Deg BTDC) zwout,Actual Ignition Angle(Deg BTDC) zwist,Mass Air Flow(kg/h) mshfm_w,Lambda Control (Fuel Trim)(%) fr_w,Throttle Angle(%) wdkba,Intake Air Temperature(Deg C) tans,Average Knock Retard(Deg BTDC) wkrma,Cylinder 1 Knock Retard(Deg BTDC) dwkrz_0,Cylinder 2 Knock Retard(Deg BTDC) dwkrz_1,Cylinder 3 Knock Retard(Deg BTDC) dwkrz_2,Cylinder 4 Knock Retard(Deg BTDC) dwkrz_3,
34.900,100.0049,3690.3,77.4,2191.5,2129.9,0.8779,0.8672,0.8984,0.8672,168.49,167.16,167.16,10.50,9.75,604.60,1.0373,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
35.000,100.0049,3697.8,78.3,2185.1,2129.8,0.8713,0.8672,0.8984,0.8672,168.82,167.23,167.23,10.50,9.75,610.10,1.0440,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
35.100,100.0049,3776.3,79.4,2178.7,2132.6,0.8640,0.8672,0.8984,0.8672,168.21,167.46,167.46,10.50,9.75,609.70,1.0465,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
35.200,100.0049,3792.0,80.4,2185.1,2133.0,0.8657,0.8672,0.8984,0.8672,166.57,167.58,167.58,10.50,9.75,608.80,1.0481,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
35.200,100.0049,3861.5,81.2,2178.7,2134.1,0.8594,0.8672,0.8984,0.8594,166.85,167.67,167.67,10.50,9.75,631.40,1.0478,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
35.300,100.0049,3876.8,82.4,2191.5,2144.1,0.8770,0.8594,0.8984,0.8594,167.09,167.55,167.55,10.50,9.75,631.60,1.0493,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
35.400,100.0049,3941.5,83.2,2191.5,2146.1,0.8147,0.8594,0.8984,0.8594,167.06,167.86,167.86,10.50,9.75,637.50,1.0488,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
35.500,100.0049,3960.8,84.1,2188.3,2145.2,0.8408,0.8594,0.8984,0.8594,167.27,167.88,167.88,10.50,9.75,649.10,1.0390,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
35.500,100.0049,4027.3,85.0,2194.8,2145.7,0.8418,0.8594,0.8984,0.8594,166.24,168.21,168.21,11.25,10.50,641.00,1.0385,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
35.600,100.0049,4055.0,85.9,2191.5,2142.6,0.8604,0.8594,0.8984,0.8594,165.63,168.05,168.05,12.00,10.50,648.00,1.0314,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
35.700,100.0049,4093.8,86.8,2191.5,2140.0,0.8408,0.8594,0.8984,0.8594,165.12,168.35,168.35,12.75,11.25,663.50,1.0358,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
35.800,100.0049,4142.5,87.6,2185.1,2136.9,0.8640,0.8594,0.8906,0.8594,166.92,168.40,168.40,12.75,11.25,686.80,1.0350,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
35.800,100.0049,4163.8,88.5,2201.2,2135.0,0.8621,0.8594,0.8828,0.8594,167.51,168.61,168.61,12.00,10.50,689.60,1.0348,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
35.900,100.0049,4230.5,89.4,2217.3,2131.4,0.8621,0.8594,0.8828,0.8594,169.64,168.84,168.84,12.00,10.50,713.70,1.0377,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
36.000,100.0049,4261.8,90.3,2236.6,2125.7,0.8604,0.8594,0.8750,0.8594,170.32,168.63,168.63,12.00,10.50,722.60,1.0349,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
36.100,100.0049,4296.8,91.2,2243.0,2124.3,0.8704,0.8594,0.8750,0.8594,171.26,168.84,168.84,11.25,9.75,731.70,1.0406,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
36.100,100.0049,4357.3,92.1,2246.2,2119.3,0.8667,0.8594,0.8672,0.8594,173.37,169.03,169.03,11.25,9.75,748.00,1.0440,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
36.200,100.0049,4387.8,93.3,2246.2,2114.8,0.8472,0.8594,0.8594,0.8594,173.27,169.29,169.29,11.25,9.75,751.80,1.0472,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
36.300,100.0049,4451.5,94.2,2249.5,2107.1,0.8511,0.8516,0.8516,0.8594,174.07,169.29,169.29,12.00,10.50,738.40,1.0484,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
36.400,100.0049,4474.8,95.1,2243.0,2099.5,0.8501,0.8516,0.8516,0.8594,174.28,169.05,169.05,12.00,10.50,757.70,1.0510,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
36.500,100.0049,4524.8,96.1,2223.7,2098.1,0.8455,0.8438,0.8438,0.8594,174.45,169.31,169.31,11.25,9.75,779.80,1.0507,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
36.500,100.0049,4576.5,97.0,2223.7,2102.5,0.8279,0.8438,0.8438,0.8594,174.23,170.20,170.20,11.25,9.75,761.60,1.0498,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
36.600,100.0049,4611.0,97.9,2223.7,2112.7,0.8176,0.8359,0.8359,0.8594,174.82,171.42,171.42,11.25,9.75,786.30,1.0446,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
36.700,100.0049,4658.3,98.9,2210.8,2124.3,0.8157,0.8359,0.8359,0.8594,174.45,173.04,173.04,11.25,9.75,797.70,1.0403,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
36.800,100.0049,4707.3,99.8,2207.6,2143.5,0.8110,0.8281,0.8281,0.8594,173.41,175.48,175.48,11.25,9.75,784.90,1.0350,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
36.900,100.0049,4733.3,100.8,2198.0,2139.8,0.8279,0.8281,0.8281,0.8594,173.91,175.24,175.24,11.25,9.75,811.80,1.0181,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
36.900,100.0049,4792.3,101.7,2204.4,2164.1,0.8315,0.8281,0.8203,0.8594,173.16,178.29,178.29,11.25,9.75,807.60,1.0256,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
37.000,100.0049,4816.8,102.6,2204.4,2164.8,0.8240,0.8203,0.8203,0.8594,173.02,178.73,178.73,11.25,9.75,810.30,1.0262,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
37.100,100.0049,4881.0,103.5,2204.4,2186.3,0.8093,0.8125,0.8125,0.8594,171.91,181.43,181.43,11.25,9.75,815.30,1.0318,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
37.200,100.0049,4905.0,104.5,2198.0,2180.8,0.8110,0.8125,0.8125,0.8594,172.38,181.27,181.27,11.25,9.75,841.80,1.0390,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
37.300,100.0049,4964.3,105.4,2194.8,2197.7,0.7927,0.8047,0.8047,0.8594,172.43,183.35,183.35,11.25,9.75,833.80,1.0391,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
37.300,100.0049,5005.0,106.3,2214.1,2196.7,0.8186,0.8047,0.8047,0.8594,173.23,183.63,183.63,11.25,9.75,853.90,1.0383,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
37.400,100.0049,5041.0,107.3,2223.7,2197.8,0.8027,0.8047,0.8047,0.8594,172.43,184.10,184.10,11.25,9.75,851.90,1.0528,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
37.500,100.0049,5085.5,108.2,2226.9,2196.0,0.8093,0.8047,0.8047,0.8594,173.63,183.82,183.82,10.50,9.00,861.50,1.0578,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
37.600,100.0049,5127.3,109.2,2236.6,2189.6,0.8140,0.8047,0.8047,0.8594,172.73,182.93,182.93,11.25,9.75,872.20,1.0648,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
37.700,100.0049,5172.3,110.1,2233.4,2188.7,0.7976,0.8047,0.8047,0.8594,172.48,182.72,182.72,11.25,9.75,870.90,1.0693,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
37.800,100.0049,5217.3,111.3,2230.2,2182.6,0.8240,0.8047,0.8047,0.8594,171.70,181.85,181.85,11.25,9.75,875.00,1.0715,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
37.900,100.0049,5258.5,112.2,2230.2,2177.2,0.7810,0.8047,0.8047,0.8594,170.88,181.01,181.01,11.25,9.75,880.10,1.0776,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
37.900,100.0049,5294.5,113.1,2220.5,2173.2,0.8008,0.8047,0.8047,0.8594,168.45,180.40,180.40,12.00,10.50,863.40,1.0821,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
38.000,100.0049,5347.5,114.0,2217.3,2170.0,0.7952,0.8047,0.8047,0.8594,168.66,179.88,179.88,12.00,10.50,886.30,1.0834,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
38.100,100.0049,5390.8,115.0,2217.3,2165.4,0.8008,0.8047,0.8047,0.8594,167.58,179.58,179.58,12.00,10.50,886.30,1.0861,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
38.200,100.0049,5433.8,115.9,2204.4,2157.1,0.7913,0.8047,0.8047,0.8594,166.22,178.64,178.64,12.00,10.50,881.10,1.0879,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
38.300,100.0049,5479.3,116.9,2198.0,2151.6,0.7976,0.8047,0.8047,0.8594,165.28,177.87,177.87,12.00,10.50,869.10,1.0845,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
38.400,100.0049,5510.5,117.8,2191.5,2149.3,0.7905,0.8047,0.8047,0.8594,164.95,177.47,177.47,12.75,11.25,881.20,1.0885,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
38.500,100.0049,5560.5,118.7,2178.7,2149.1,0.7874,0.8047,0.8047,0.8594,163.31,177.12,177.12,14.25,12.75,887.20,1.0875,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
38.600,100.0049,5591.8,119.6,2172.2,2154.5,0.8047,0.8047,0.8047,0.8594,161.55,177.33,177.33,14.25,12.75,881.70,1.0885,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
38.700,100.0049,5645.3,120.5,2165.8,2155.7,0.8203,0.8047,0.8047,0.8594,159.66,177.16,177.16,15.00,13.50,874.90,1.0930,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
38.700,100.0049,5692.5,121.4,2149.7,2161.6,0.7881,0.8047,0.8047,0.8594,159.45,177.40,177.40,15.00,13.50,875.20,1.0984,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
38.800,100.0049,5717.5,122.4,2140.1,2166.8,0.8140,0.8047,0.8047,0.8594,158.18,177.54,177.54,15.75,14.25,873.60,1.0935,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
38.900,100.0049,5779.0,123.2,2140.1,2166.8,0.7983,0.8047,0.8047,0.8594,157.55,177.38,177.38,15.75,14.25,878.60,1.0983,100.0,15.75,0.00,0.00,0.00,0.00,0.00,
39.000,100.0049,5807.0,124.1,2127.2,2172.2,0.8008,0.8047,0.8047,0.8594,156.61,177.47,177.47,15.75,14.25,878.60,1.0961,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
39.100,100.0049,5861.5,125.0,2117.5,2174.1,0.7827,0.8047,0.8047,0.8594,156.09,177.42,177.42,16.50,15.00,894.10,1.0961,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
39.200,100.0049,5890.3,126.0,2120.8,2180.4,0.7849,0.8047,0.8047,0.8594,155.02,177.61,177.61,16.50,15.00,909.70,1.0952,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
39.300,100.0049,5931.0,126.8,2117.5,2183.3,0.7913,0.8047,0.8047,0.8594,153.66,177.45,177.45,16.50,15.00,894.10,1.0875,99.2,15.75,0.00,0.00,0.00,0.00,0.00,
39.400,100.0049,5963.0,127.7,2114.3,2187.2,0.8140,0.8047,0.8047,0.8594,153.70,177.61,177.61,16.50,15.00,897.50,1.0916,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
39.500,100.0049,6013.0,128.6,2114.3,2190.1,0.7874,0.8047,0.8047,0.8594,153.21,177.63,177.63,18.00,16.50,897.50,1.0936,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
39.600,100.0049,6047.0,129.4,2114.3,2191.5,0.8130,0.8047,0.8047,0.8594,152.55,177.66,177.66,18.00,16.50,901.00,1.0923,99.2,15.75,0.00,0.00,0.00,0.00,0.00,
39.700,100.0049,6092.5,130.5,2104.7,2191.4,0.7898,0.8047,0.8047,0.8594,151.80,177.66,177.66,18.00,16.50,892.40,1.0949,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
39.700,100.0049,6141.0,131.4,2107.9,2190.9,0.7905,0.8047,0.8047,0.8594,150.33,177.52,177.52,18.75,17.25,908.00,1.0868,99.2,15.75,0.00,0.00,0.00,0.00,0.00,
39.800,100.0049,6174.0,132.2,2095.0,2191.1,0.8140,0.8047,0.8047,0.8594,148.92,177.49,177.49,18.75,17.25,901.00,1.0871,99.6,15.75,0.00,0.00,0.00,0.00,0.00,
39.900,100.0049,6208.5,133.1,2095.0,2189.8,0.8093,0.8047,0.8047,0.8594,148.71,177.40,177.40,18.75,17.25,901.00,1.0927,99.6,16.50,0.00,0.00,0.00,0.00,0.00,
40.000,100.0049,6246.0,133.9,2085.4,2189.6,0.8018,0.8047,0.8047,0.8594,148.38,177.35,177.35,19.50,18.00,908.80,1.0970,98.8,16.50,0.00,0.00,0.00,0.00,0.00,
40.100,100.0049,6280.0,134.7,2078.9,2188.8,0.7913,0.8047,0.8047,0.8594,148.97,177.30,177.30,18.75,17.25,908.80,1.0995,99.6,16.50,0.00,0.00,0.00,0.00,0.00,
40.200,100.0049,6315.8,135.6,2072.5,2187.5,0.7866,0.8047,0.8047,0.8594,147.61,177.19,177.19,19.50,18.00,907.00,1.0910,99.6,16.50,0.00,0.00,0.00,0.00,0.00,
40.300,100.0049,6364.0,136.4,2075.7,2187.1,0.7817,0.8047,0.8047,0.8594,145.57,177.09,177.09,19.50,18.00,901.90,1.0842,99.6,16.50,0.00,0.00,0.00,0.00,0.00,
40.400,100.0049,6391.0,137.2,2069.3,2187.3,0.8140,0.8047,0.8047,0.8594,145.13,176.63,176.63,20.25,18.75,905.40,1.0830,99.6,16.50,0.00,0.00,0.00,0.00,0.00,
40.500,100.0049,6430.8,138.0,2059.6,2191.5,0.8093,0.8047,0.8047,0.8594,144.89,176.95,176.95,20.25,18.75,907.00,1.0892,99.6,16.50,0.00,0.00,0.00,0.00,0.00,
40.600,100.0049,6468.3,138.8,2056.4,2191.0,0.7913,0.8047,0.8047,0.8594,144.26,176.91,176.91,20.25,18.75,905.30,1.0906,99.6,16.50,0.00,0.00,0.00,0.00,0.00,
40.700,100.0049,6504.8,139.6,2053.2,2190.4,0.7937,0.8047,0.8047,0.8594,142.90,176.84,176.84,21.00,19.50,893.20,1.0887,99.6,16.50,0.00,0.00,0.00,0.00,0.00,
40.800,100.0049,6531.5,140.3,2050.0,2189.9,0.7944,0.8047,0.8047,0.8594,143.53,176.74,176.74,21.75,20.25,902.70,1.0867,99.6,16.50,0.00,0.00,0.00,0.00,0.00,
40.900,100.0049,6570.3,141.1,2043.5,2189.8,0.8054,0.8047,0.8047,0.8594,142.78,176.72,176.72,21.75,20.25,905.00,1.0870,99.6,16.50,0.00,0.00,0.00,0.00,0.00,
40.900,36.5233,6594.8,141.9,2043.5,1449.7,0.7913,0.8047,0.8047,0.9063,142.24,108.87,176.81,18.00,16.50,916.70,1.0873,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
41.000,0.0000,6596.3,142.6,2050.0,1453.8,0.7739,0.8047,0.8047,1.0000,144.14,87.89,176.74,8.25,6.75,917.60,1.0000,96.5,17.25,0.00,0.00,0.00,0.00,0.00,
41.100,0.0000,6372.0,143.0,2117.5,1000.7,1.5908,1.0469,0.7578,1.0000,102.77,16.50,177.77,11.25,9.75,846.30,1.0000,14.5,17.25,0.00,0.00,0.00,0.00,0.00,
41.200,0.0000,6231.8,143.2,2024.2,1000.7,1.7539,1.0469,0.7578,1.0000,23.74,16.50,178.85,25.50,24.00,58.30,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
41.300,0.0000,6124.8,143.4,1837.7,1000.7,0.9334,1.0469,1.0000,1.0000,15.26,16.50,174.66,25.50,24.00,2.20,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
41.400,0.0000,5950.0,143.4,1631.8,1000.7,1.0479,1.0469,1.0000,1.0000,13.01,16.50,178.24,24.75,23.25,12.80,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
41.500,0.0000,5735.0,143.5,1464.5,1000.7,1.8799,1.0469,1.0000,1.0000,13.95,16.50,180.63,24.00,22.50,42.50,1.0000,10.6,17.25,0.00,0.00,0.00,0.00,0.00,
41.600,0.0000,5537.0,143.4,1374.5,1000.7,2.9534,1.0469,1.0000,1.0000,15.63,16.50,179.60,23.25,21.75,73.00,1.0000,11.8,17.25,0.00,0.00,0.00,0.00,0.00,
41.700,0.0000,5353.3,143.3,1316.5,1000.7,4.3333,1.0469,1.0000,1.0000,16.55,16.50,180.02,21.75,20.25,84.60,1.0000,12.2,17.25,0.00,0.00,0.00,0.00,0.00,
41.800,0.0000,5167.0,143.1,1265.1,1000.6,4.8333,1.0469,1.0000,1.0000,18.49,16.50,181.36,20.25,18.75,84.40,1.0000,12.2,17.25,0.00,0.00,0.00,0.00,0.00,
41.800,0.0000,5001.5,143.0,1232.9,1000.6,5.0000,1.0469,1.0000,1.0000,19.10,16.50,184.90,18.75,17.25,87.90,1.0000,11.8,17.25,0.00,0.00,0.00,0.00,0.00,
41.900,0.0000,4849.5,142.9,1200.7,1000.6,5.0000,1.0469,1.0000,1.0000,18.77,15.75,181.20,18.00,16.50,79.60,1.0000,11.4,17.25,0.00,0.00,0.00,0.00,0.00,
42.000,0.0000,4762.5,142.8,1181.4,1000.6,5.0000,1.0469,1.0000,1.0000,18.61,15.75,176.11,17.25,15.75,83.80,1.0000,10.6,18.00,0.00,0.00,0.00,0.00,0.00,
42.100,0.0000,4697.0,142.5,1158.9,1000.6,5.0000,1.0469,1.0000,1.0000,18.30,15.75,173.93,17.25,15.75,80.00,1.0000,10.6,18.00,0.00,0.00,0.00,0.00,0.00,
42.200,0.0000,4661.3,142.2,1142.8,1000.6,5.0000,1.0469,1.0000,1.0000,18.26,15.00,173.23,16.50,15.00,74.50,1.0000,10.6,18.00,0.00,0.00,0.00,0.00,0.00,
42.200,0.0000,4641.8,141.9,1133.1,1000.6,5.0000,1.0469,1.0000,1.0000,17.53,15.00,172.59,16.50,15.00,73.30,1.0000,9.8,18.00,0.00,0.00,0.00,0.00,0.00,
42.300,0.0000,4691.0,141.4,1123.5,1000.6,5.0000,1.0469,1.0000,1.0000,16.41,15.00,173.34,16.50,15.00,67.70,1.0000,9.8,18.00,0.00,0.00,0.00,0.00,0.00,
42.400,0.0000,4792.3,141.0,1110.6,1000.6,5.0000,1.0469,1.0000,1.0000,16.34,15.75,178.36,17.25,15.75,73.10,1.0000,10.2,18.00,0.00,0.00,0.00,0.00,0.00,
42.500,0.0000,4862.0,140.4,1104.2,1000.6,5.0000,1.0469,1.0000,1.0000,16.85,15.75,181.38,18.00,16.50,79.30,1.0000,11.0,18.00,0.00,0.00,0.00,0.00,0.00,
42.600,0.0000,4834.0,140.0,1097.7,1000.5,5.0000,1.0469,1.0000,1.0000,17.20,15.75,177.91,17.25,15.75,81.10,1.0000,11.0,18.00,0.00,0.00,0.00,0.00,0.00,
42.600,0.0000,4798.3,139.5,1091.3,1000.5,5.0000,1.0469,1.0000,1.0000,17.55,15.75,177.66,17.25,15.75,87.10,1.0000,11.0,18.00,0.00,0.00,0.00,0.00,0.00,
42.700,0.0000,4788.5,138.9,1088.1,1000.5,5.0000,1.0469,1.0000,1.0000,17.16,15.75,177.12,17.25,15.75,79.40,1.0000,10.6,18.00,0.00,0.00,0.00,0.00,0.00,
42.800,0.0000,4763.3,138.3,1081.6,1000.5,5.0000,1.0469,1.0000,1.0000,17.16,15.75,176.93,17.25,15.75,80.90,1.0000,10.6,18.00,0.00,0.00,0.00,0.00,0.00,
42.900,0.0000,4744.5,137.7,1078.4,1000.5,5.0000,1.0469,1.0000,1.0000,16.73,15.75,176.11,17.25,15.75,72.50,1.0000,10.6,18.00,0.00,0.00,0.00,0.00,0.00,
43.000,0.0000,4719.8,137.1,1075.2,1000.5,5.0000,1.0469,1.0000,1.0000,16.59,15.75,175.10,17.25,15.75,75.70,1.0000,10.6,18.00,0.00,0.00,0.00,0.00,0.00,
43.000,0.0000,4698.5,136.6,1072.0,1000.5,5.0000,1.0469,1.0000,1.0000,16.59,15.75,174.42,17.25,15.75,77.50,1.0000,10.6,18.00,0.00,0.00,0.00,0.00,0.00,
43.100,0.0000,4684.5,136.0,1068.8,1000.5,5.0000,1.0469,1.0000,1.0000,16.45,15.75,174.23,17.25,15.75,75.50,1.0000,10.2,18.00,0.00,0.00,0.00,0.00,0.00,
43.200,0.0000,4649.0,135.3,1068.8,1000.5,5.0000,1.0469,1.0000,1.0000,16.20,15.00,172.92,16.50,15.00,72.30,1.0000,10.2,18.00,0.00,0.00,0.00,0.00,0.00,
43.300,0.0000,4635.3,134.5,1068.8,1000.5,5.0000,1.0469,1.0000,1.0000,15.98,15.00,172.71,16.50,15.00,67.70,1.0000,9.8,18.00,0.00,0.00,0.00,0.00,0.00,
43.400,0.0000,4601.8,133.9,1065.6,1000.5,5.0000,1.0469,1.0000,1.0000,15.33,15.00,171.21,16.50,15.00,66.60,1.0000,9.8,18.00,0.00,0.00,0.00,0.00,0.00,
43.400,0.0000,4577.3,133.2,1062.3,1000.5,5.0000,1.0469,1.0000,1.0000,14.93,15.00,170.53,16.50,15.00,66.80,1.0000,9.8,18.00,0.00,0.00,0.00,0.00,0.00,
43.500,0.0000,4567.5,132.6,1062.3,1000.5,5.0000,1.0469,1.0000,1.0000,15.07,15.00,169.73,16.50,15.00,66.60,1.0000,9.8,18.00,0.00,0.00,0.00,0.00,0.00,
43.600,0.0000,4539.8,132.0,1059.1,1000.5,5.0000,1.0469,1.0000,1.0000,15.40,15.00,169.29,16.50,15.00,68.40,1.0000,9.8,18.00,0.00,0.00,0.00,0.00,0.00,
43.700,0.0000,4516.0,131.3,1055.9,1000.5,5.0000,1.0469,1.0000,1.0000,15.16,15.00,168.77,16.50,15.00,65.90,1.0000,9.8,18.00,0.00,0.00,0.00,0.00,0.00,
43.800,0.0000,4487.5,130.7,1059.1,1000.5,5.0000,1.0469,1.0000,1.0000,15.21,15.00,168.38,15.75,14.25,68.40,1.0000,9.4,18.00,0.00,0.00,0.00,0.00,0.00,
43.800,0.0000,4474.8,130.0,1055.9,1000.5,5.0000,1.0469,1.0000,1.0000,15.33,15.00,168.40,15.75,14.25,67.70,1.0000,9.4,18.00,0.00,0.00,0.00,0.00,0.00,
43.900,0.0000,4440.3,129.4,1055.9,1000.5,5.0000,1.0469,1.0000,1.0000,15.35,15.00,168.14,15.75,14.25,65.50,1.0000,9.4,18.00,0.00,0.00,0.00,0.00,0.00,
44.000,0.0000,4430.0,128.7,1052.7,1000.4,5.0000,1.0469,1.0000,1.0000,15.38,15.00,168.66,15.75,14.25,63.30,1.0000,9.4,18.00,0.00,0.00,0.00,0.00,0.00,
44.100,0.0000,4398.0,128.0,1052.7,1000.4,5.0000,1.0469,1.0000,1.0000,14.95,15.00,168.14,15.75,14.25,64.10,1.0000,9.4,18.00,0.00,0.00,0.00,0.00,0.00,
44.100,0.0000,4378.8,127.4,1052.7,1000.4,5.0000,1.0469,1.0000,1.0000,15.00,15.00,169.29,15.00,13.50,64.80,1.0000,9.4,18.00,0.00,0.00,0.00,0.00,0.00,
44.200,0.0000,4356.5,126.8,1052.7,1000.4,5.0000,1.0469,1.0000,1.0000,15.23,14.25,168.12,15.00,13.50,66.40,1.0000,9.4,18.00,0.00,0.00,0.00,0.00,0.00,
44.300,0.0000,4333.3,126.1,1052.7,1000.4,5.0000,1.0469,1.0000,1.0000,15.00,14.25,168.19,15.00,13.50,62.50,1.0000,8.6,18.00,0.00,0.00,0.00,0.00,0.00,
44.400,0.0000,4318.3,125.5,1052.7,1000.4,5.0000,1.0469,1.0000,1.0000,13.80,14.25,168.12,15.00,13.50,56.10,1.0000,8.6,18.00,0.00,0.00,0.00,0.00,0.00,
44.400,0.0000,4293.0,124.9,1049.5,1000.4,5.0000,1.0469,1.0000,1.0000,14.11,14.25,168.02,15.00,13.50,58.40,1.0000,8.6,18.00,0.00,0.00,0.00,0.00,0.00,
44.500,0.0000,4266.8,124.2,1049.5,1000.4,5.0000,1.0469,1.0000,1.0000,14.13,14.25,168.00,15.00,13.50,60.30,1.0000,8.6,18.00,0.00,0.00,0.00,0.00,0.00,
44.600,0.0000,4246.3,123.5,1049.5,1000.4,5.0000,1.0469,1.0000,1.0000,14.13,14.25,168.07,14.25,12.75,58.70,1.0000,8.6,18.00,0.00,0.00,0.00,0.00,0.00,
44.700,0.0000,4212.3,122.8,1049.5,1000.4,5.0000,1.0469,1.0000,1.0000,13.95,14.25,167.27,14.25,12.75,58.00,1.0000,8.6,18.00,0.00,0.00,0.00,0.00,0.00,
44.700,0.0000,4204.0,122.2,1049.5,1000.4,5.0000,1.0469,1.0000,1.0000,14.02,14.25,167.95,14.25,12.75,56.60,1.0000,8.6,18.00,0.00,0.00,0.00,0.00,0.00,
44.800,0.0000,4174.8,121.5,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,14.09,14.25,167.86,14.25,12.75,57.80,1.0000,8.6,18.00,0.00,0.00,0.00,0.00,0.00,
44.900,0.0000,4161.3,120.9,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,13.95,14.25,167.77,14.25,12.75,54.70,1.0000,8.6,18.00,0.00,0.00,0.00,0.00,0.00,
45.000,0.0000,4134.5,120.3,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,14.11,14.25,167.09,14.25,12.75,56.20,1.0000,8.6,18.00,0.00,0.00,0.00,0.00,0.00,
45.000,0.0000,4118.5,119.7,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,13.88,14.25,167.77,13.50,12.00,57.20,1.0000,8.2,18.00,0.00,0.00,0.00,0.00,0.00,
45.100,0.0000,4086.5,119.1,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,14.11,14.25,167.79,13.50,12.00,58.40,1.0000,8.2,18.00,0.00,0.00,0.00,0.00,0.00,
45.200,0.0000,4074.8,118.5,1043.0,1000.4,5.0000,1.0469,1.0000,1.0000,14.20,14.25,168.05,13.50,12.00,57.30,1.0000,8.2,18.00,0.00,0.00,0.00,0.00,0.00,
45.300,0.0000,4044.0,117.9,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,14.20,14.25,167.27,13.50,12.00,54.00,1.0000,8.2,18.00,0.00,0.00,0.00,0.00,0.00,
45.300,0.0000,4032.3,117.3,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,13.92,14.25,167.30,13.50,12.00,54.90,1.0000,8.2,18.00,0.00,0.00,0.00,0.00,0.00,
