Time (sec),Pedal Position(%) wped_w,Engine Speed(RPM) nmot_w,Vehicle Speed(KMH) vfzg_w,Actual Boost Pressure(mBar) pvdkds_w,Desired Boost Pressure(mBar) plsol_w,Lambda Actual Value(Lambda) lamsoni_w,Lambda Target Value(Lambda) lamsons_w,Lambda BTS Value(Lambda) lambts_w,Lambda LAMFAW Value(Lambda) lamfa_w,Actual Load(%) rl_w,Requested Load(%) rlsol_w,Max Load(%) rlmax_w,Ignition Angle Output(Deg BTDC) zwout,Actual Ignition Angle(Deg BTDC) zwist,Mass Air Flow(kg/h) mshfm_w,Lambda Control (Fuel Trim)(%) fr_w,Throttle Angle(%) wdkba,Intake Air Temperature(Deg C) tans,Average Knock Retard(Deg BTDC) wkrma,Cylinder 1 Knock Retard(Deg BTDC) dwkrz_0,Cylinder 2 Knock Retard(Deg BTDC) dwkrz_1,Cylinder 3 Knock Retard(Deg BTDC) dwkrz_2,Cylinder 4 Knock Retard(Deg BTDC) dwkrz_3,
0.200,0.0000,1999.3,57.5,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,8.84,9.00,164.55,-1.50,-2.25,17.20,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
0.300,0.0000,1994.8,57.4,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,8.84,9.00,164.16,-1.50,-2.25,17.60,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
0.400,0.0000,1985.0,57.3,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,8.86,9.00,163.97,-1.50,-2.25,17.70,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
0.400,0.0000,1982.0,57.2,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,9.02,9.00,163.95,-1.50,-2.25,17.30,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
0.500,0.0000,1978.0,57.1,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,8.88,9.00,163.76,-1.50,-2.25,17.30,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
0.600,0.0000,1973.8,57.0,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,9.02,9.00,163.97,-1.50,-2.25,17.50,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
0.600,0.0000,1976.0,56.9,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,9.02,9.00,163.71,-1.50,-2.25,17.10,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
0.700,0.0000,1968.5,56.8,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,8.86,9.00,163.73,-1.50,-2.25,17.20,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
0.800,0.0000,1962.8,56.7,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,8.86,9.00,163.36,-1.50,-2.25,17.20,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
0.900,0.0000,1960.3,56.6,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,8.86,9.00,163.22,-1.50,-2.25,16.90,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
0.900,0.0000,1954.3,56.4,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,8.86,9.00,163.13,-1.50,-2.25,17.00,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.000,0.0000,1957.5,56.4,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,8.86,9.00,163.27,-1.50,-2.25,17.00,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.100,0.0000,1951.8,56.3,1014.1,1001.8,5.0000,1.0469,1.0000,1.0000,8.84,9.00,162.87,-1.50,-2.25,16.90,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.200,0.0000,1949.0,56.2,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.84,9.00,163.08,-1.50,-2.25,17.00,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.200,0.0000,1945.8,56.1,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.84,9.00,162.89,-1.50,-2.25,16.90,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.300,0.0000,1941.8,56.0,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.84,9.00,162.59,-1.50,-2.25,16.50,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.400,0.0000,1935.5,55.9,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.81,9.00,162.56,-1.50,-2.25,16.70,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.500,0.0000,1935.5,55.7,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.77,9.00,162.61,-1.50,-2.25,16.50,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.500,0.0000,1928.5,55.6,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.74,9.00,162.38,-1.50,-2.25,16.90,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.600,0.0000,1924.5,55.5,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.74,9.00,162.40,-1.50,-2.25,16.60,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.700,0.0000,1923.8,55.4,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.74,9.00,161.98,-1.50,-2.25,16.70,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.700,0.0000,1918.3,55.3,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.74,9.00,162.00,-1.50,-2.25,16.30,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.800,0.0000,1920.5,55.2,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.74,9.00,162.21,-1.50,-2.25,16.20,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
1.900,0.0000,1918.0,55.2,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.74,9.00,162.07,-1.50,-2.25,16.40,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.000,0.0000,1911.0,55.1,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.72,9.00,161.84,-1.50,-2.25,16.40,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.000,0.0000,1909.3,55.0,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.72,9.00,161.84,-1.50,-2.25,16.60,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.100,0.0000,1905.0,54.9,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.70,9.00,161.55,-1.50,-2.25,16.00,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.200,0.0000,1900.3,54.8,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.72,9.00,161.55,-1.50,-2.25,16.20,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.300,0.0000,1899.3,54.7,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.72,9.00,161.37,-1.50,-2.25,16.60,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.300,0.0000,1893.3,54.6,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.72,9.00,161.30,-1.50,-2.25,16.20,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.400,0.0000,1894.0,54.5,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.74,9.00,161.41,-1.50,-2.25,16.20,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.500,0.0000,1890.3,54.4,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.72,9.00,161.25,-1.50,-2.25,15.90,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.600,0.0000,1880.8,54.3,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.72,9.00,160.97,-1.50,-2.25,16.60,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.600,0.0000,1884.3,54.3,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.74,9.00,161.06,-1.50,-2.25,16.20,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.700,0.0000,1880.0,54.2,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.77,9.00,160.78,-2.25,-3.00,16.40,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.800,0.0000,1879.8,54.1,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.77,9.00,161.16,-1.50,-2.25,16.30,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.900,0.0000,1878.8,54.1,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.79,9.00,160.73,-2.25,-3.00,16.40,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
2.900,0.0000,1869.8,54.0,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.79,9.00,160.59,-2.25,-3.00,16.10,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.000,0.0000,1867.8,53.9,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.81,9.00,160.71,-2.25,-3.00,16.30,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.100,0.0000,1864.0,53.8,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.81,9.00,160.41,-2.25,-3.00,16.20,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.100,0.0000,1859.5,53.7,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.84,9.00,160.59,-2.25,-3.00,16.30,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.200,0.0000,1864.8,53.6,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.79,9.00,160.43,-2.25,-3.00,16.00,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.300,0.0000,1856.5,53.5,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.79,9.00,160.24,-2.25,-3.00,16.10,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.400,0.0000,1857.0,53.5,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.74,9.00,160.55,-2.25,-3.00,15.40,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.400,0.0000,1852.3,53.4,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.72,9.00,160.13,-2.25,-3.00,16.10,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.500,0.0000,1845.5,53.3,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.70,9.00,159.84,-2.25,-3.00,15.80,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.600,0.0000,1848.8,53.2,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.72,9.00,160.13,-2.25,-3.00,15.80,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.700,0.0000,1838.5,53.1,1014.1,1001.9,5.0000,1.0469,1.0000,1.0000,8.74,9.00,159.66,-2.25,-3.00,15.80,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.700,0.0000,1840.3,53.0,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.74,9.00,160.08,-2.25,-3.00,15.60,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.800,0.0000,1834.8,52.9,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.74,9.00,159.77,-2.25,-3.00,16.10,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
3.900,0.0000,1829.8,52.8,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.77,9.00,159.47,-2.25,-3.00,16.00,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
4.000,0.0000,1831.5,52.7,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.79,9.00,159.70,-2.25,-3.00,16.00,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
4.000,0.0000,1825.3,52.6,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.81,9.00,159.33,-2.25,-3.00,16.00,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
4.100,0.0000,1823.3,52.5,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.81,9.00,159.40,-2.25,-3.00,15.80,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
4.200,0.0000,1822.0,52.5,1014.1,1002.0,5.0000,1.0469,1.0000,1.0000,8.81,9.00,159.33,-2.25,-3.00,15.90,1.0000,2.0,15.75,0.00,0.00,0.00,0.00,0.00,
